cgmlst_ST	cgmlst_distance	cgmlst_found_loci	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
	0.021212121212121238	329	2018-SEQ-0351	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR15051720_assembly.fasta	SRR15051720_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR15053930_assembly.fasta	SRR15053930_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR15146531_assembly.fasta	SRR15146531_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3638841339	0.048484848484848464	330	SRR1958638	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR15853658_assembly.fasta	SRR15853658_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2061992575	0.06060606060606055	330	2018-SEQ-0244	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR16089886_assembly.fasta	SRR16089886_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	328	2018-CAL-0016	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR16774935_assembly.fasta	SRR16774935_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3429324799	0.045454545454545414	330	SRR1958638	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR16821738_assembly.fasta	SRR16821738_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17143607_assembly.fasta	SRR17143607_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17249614_assembly.fasta	SRR17249614_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0304	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17518181_assembly.fasta	SRR17518181_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17518186_assembly.fasta	SRR17518186_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17660648_assembly.fasta	SRR17660648_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2625482889	0.048484848484848464	330	SRR1646229	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17696761_assembly.fasta	SRR17696761_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR17773990_assembly.fasta	SRR17773990_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.030303030303030276	328	2018-CAL-0016	320	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR18101285_assembly.fasta	SRR18101285_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0501	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR18233382_assembly.fasta	SRR18233382_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.015151515151515138	329	2018-CAL-0016	325	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR18686617_assembly.fasta	SRR18686617_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3841445091	0.051515151515151514	330	SRR1958638	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR19067400_assembly.fasta	SRR19067400_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.051515151515151514	318	2018-SEQ-0351	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR19087284_assembly.fasta	SRR19087284_assembly	g,p	-	1,9,12[Vi]	FAIL: Moderate number of cgMLST330 loci missing (n=12 > 10) | INFO: Number of cgMLST330 loci found (n=318)	WARNING	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR19397124_assembly.fasta	SRR19397124_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR20110353_assembly.fasta	SRR20110353_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-CAL-0016	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR20423196_assembly.fasta	SRR20423196_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
73195858	0.054545454545454564	330	2018-CAL-0016	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR21594963_assembly.fasta	SRR21594963_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-CAL-0016	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR22284366_assembly.fasta	SRR22284366_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23043675_assembly.fasta	SRR23043675_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23043684_assembly.fasta	SRR23043684_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.030303030303030276	329	2018-SEQ-0304	320	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23756333_assembly.fasta	SRR23756333_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1460146736	0.045454545454545414	330	SRR1958638	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23756483_assembly.fasta	SRR23756483_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.033333333333333326	329	2018-CAL-0016	319	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23756495_assembly.fasta	SRR23756495_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-SEQ-0501	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23756632_assembly.fasta	SRR23756632_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2683699739	0.036363636363636376	330	2018-SEQ-0501	318	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23756640_assembly.fasta	SRR23756640_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.030303030303030276	329	2018-SEQ-0501	320	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR23756668_assembly.fasta	SRR23756668_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3733610016	0.045454545454545414	330	17-4908	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR24807656_assembly.fasta	SRR24807656_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR25161109_assembly.fasta	SRR25161109_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0306	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR25926991_assembly.fasta	SRR25926991_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3341952548	0.045454545454545414	330	2018-CAL-0016	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26453221_assembly.fasta	SRR26453221_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1594396512	0.048484848484848464	330	2018-SEQ-0501	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26453224_assembly.fasta	SRR26453224_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4228345906	0.048484848484848464	330	2018-SEQ-0351	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26453262_assembly.fasta	SRR26453262_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3659105382	0.048484848484848464	330	2018-CAL-0016	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26453291_assembly.fasta	SRR26453291_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
583126212	0.045454545454545414	330	2018-SEQ-0304	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26453305_assembly.fasta	SRR26453305_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1656575344	0.048484848484848464	330	2018-SEQ-0304	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26825704_assembly.fasta	SRR26825704_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3981510843	0.045454545454545414	330	2018-SEQ-0501	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26825705_assembly.fasta	SRR26825705_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1656575344	0.048484848484848464	330	2018-SEQ-0304	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26825713_assembly.fasta	SRR26825713_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1222540271	0.045454545454545414	330	2018-SEQ-0244	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26825714_assembly.fasta	SRR26825714_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1656575344	0.048484848484848464	330	2018-SEQ-0304	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26826506_assembly.fasta	SRR26826506_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	328	2018-SEQ-0244	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26904504_assembly.fasta	SRR26904504_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR26904505_assembly.fasta	SRR26904505_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-CAL-0016	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR27708424_assembly.fasta	SRR27708424_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0351	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR27714940_assembly.fasta	SRR27714940_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR27714941_assembly.fasta	SRR27714941_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR27714943_assembly.fasta	SRR27714943_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0351	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR27779120_assembly.fasta	SRR27779120_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-SEQ-0351	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR28098922_assembly.fasta	SRR28098922_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0304	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR28098931_assembly.fasta	SRR28098931_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3812821339	0.054545454545454564	330	SRR1958638	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR28160454_assembly.fasta	SRR28160454_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0351	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR28323407_assembly.fasta	SRR28323407_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.033333333333333326	329	2018-SEQ-0501	319	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29045873_assembly.fasta	SRR29045873_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-CAL-0016	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29046295_assembly.fasta	SRR29046295_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.030303030303030276	329	2018-CAL-0016	320	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29047886_assembly.fasta	SRR29047886_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.030303030303030276	329	2018-SEQ-0501	320	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29047899_assembly.fasta	SRR29047899_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
600960046	0.048484848484848464	330	SRR1969045	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29091945_assembly.fasta	SRR29091945_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0304	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29369522_assembly.fasta	SRR29369522_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-CAL-0016	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29369532_assembly.fasta	SRR29369532_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3216546416	0.042424242424242475	330	SRR1970047	316	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29425127_assembly.fasta	SRR29425127_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1598721108	0.045454545454545414	330	SRR1646229	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29481989_assembly.fasta	SRR29481989_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3288382644	0.0636363636363636	330	2018-SEQ-0501	309	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752489_assembly.fasta	SRR29752489_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2505188929	0.06666666666666665	330	2018-CAL-0016	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752490_assembly.fasta	SRR29752490_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2236422872	0.06666666666666665	330	2018-SEQ-0244	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752491_assembly.fasta	SRR29752491_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2637539147	0.0696969696969697	330	2018-SEQ-0304	307	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752492_assembly.fasta	SRR29752492_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.06666666666666665	329	2018-SEQ-0501	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752493_assembly.fasta	SRR29752493_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1729201259	0.0636363636363636	330	2018-CAL-0016	309	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752494_assembly.fasta	SRR29752494_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2236422872	0.06666666666666665	330	2018-SEQ-0244	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR29752495_assembly.fasta	SRR29752495_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3602157594	0.06060606060606055	330	2018-CAL-0016	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477736_assembly.fasta	SRR30477736_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
874464694	0.054545454545454564	330	2018-SEQ-0501	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477737_assembly.fasta	SRR30477737_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1601518328	0.06060606060606055	330	SRR1969045	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477738_assembly.fasta	SRR30477738_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1144758245	0.06666666666666665	330	SRR1958638	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477739_assembly.fasta	SRR30477739_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1144758245	0.06666666666666665	330	SRR1958638	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477740_assembly.fasta	SRR30477740_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1117235609	0.06666666666666665	330	2018-SEQ-0306	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477741_assembly.fasta	SRR30477741_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4006785207	0.06060606060606055	330	SRR1966250	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477742_assembly.fasta	SRR30477742_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3148146318	0.0636363636363636	330	2018-CAL-0016	309	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477743_assembly.fasta	SRR30477743_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
999099518	0.06060606060606055	330	2018-CAL-0016	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477744_assembly.fasta	SRR30477744_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4006785207	0.06060606060606055	330	SRR1966250	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477745_assembly.fasta	SRR30477745_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
419954669	0.0696969696969697	330	2018-CAL-0016	307	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477746_assembly.fasta	SRR30477746_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
944615614	0.06060606060606055	330	2018-SEQ-0244	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR30477747_assembly.fasta	SRR30477747_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	328	2018-SEQ-0244	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR31203041_assembly.fasta	SRR31203041_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-SEQ-0351	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR31203074_assembly.fasta	SRR31203074_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-CAL-0016	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR31203080_assembly.fasta	SRR31203080_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-CAL-0016	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR31507111_assembly.fasta	SRR31507111_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0304	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR31886003_assembly.fasta	SRR31886003_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-CAL-0016	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR31886040_assembly.fasta	SRR31886040_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
